SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1900 N Halsted St,CHICAGO,IL,60614,899900,3,2.5,Lincoln Park,2037,,,18,442,213,Active,,,http://www.redfin.com/IL/Chicago/1900-N-Halsted-St-60614/home/12794104,MRED,10115610,N,Y,41.9161282,-87.6486665
MLS Listing,,Condo/Co-op,849 N Franklin St #1601,CHICAGO,IL,60610,945000,4,3.0,Near North Side,1950,,2007,20,485,1109,Active,,,http://www.redfin.com/IL/Chicago/849-N-Franklin-St-60610/unit-1601/home/21799885,MRED,10113504,N,Y,41.8979058,-87.6353738
MLS Listing,,Multi-Family (2-4 Unit),1019 W Newport Ave,CHICAGO,IL,60657,950000,7,3.5,Lake View,,3049,1886,28,,,Active,,,http://www.redfin.com/IL/Chicago/1019-W-Newport-Ave-60657/unit-2/home/13381364,MRED,10106001,N,Y,41.9442003,-87.655065
MLS Listing,,Condo/Co-op,1529 W Roscoe St #1,CHICAGO,IL,60657,914000,4,2.5,Lake View,2008,,2013,59,455,141,Active,,,http://www.redfin.com/IL/Chicago/1529-W-Roscoe-St-60657/unit-1/home/13382069,MRED,10076163,N,Y,41.943168,-87.6674949
MLS Listing,,Single Family Residential,2132 W Bradley Pl,CHICAGO,IL,60618,895000,3,2.5,North Center,3003,3624,1896,88,298,,Active,,,http://www.redfin.com/IL/Chicago/2132-W-Bradley-Pl-60618/home/13389824,MRED,10046520,N,Y,41.9497427,-87.6824403
MLS Listing,,Condo/Co-op,1900 W Armitage Ave #3,CHICAGO,IL,60622,910000,3,3.0,Logan Square,,,2013,88,,200,Active,,,http://www.redfin.com/IL/Chicago/1900-W-Armitage-Ave-60622/unit-3/home/105707173,MRED,10042929,N,Y,41.9180342,-87.6753534
Redfin Data,,Multi-Family (2-4 Unit),"4201 N Paulina St., Unit F",Chicago,IL,60613,950000,8,7.0,Chicago,,,1961,5,,,Pre On-Market,,,http://www.redfin.com/IL/Chicago/4201-N-Paulina-St-60613/unit-F/home/13389422,Coming Soon,22398,N,Y,41.9581886,-87.6702494
MLS Listing,,Condo/Co-op,1948 N Hudson Ave #1,CHICAGO,IL,60614,925000,3,3.0,Lincoln Park,2400,,1997,1,385,165,Active,,,http://www.redfin.com/IL/Chicago/1948-N-Hudson-Ave-60614/unit-1/home/13345917,MRED,10130794,N,Y,41.9179221,-87.6403575
MLS Listing,,Condo/Co-op,339 W Webster Ave Unit 8H,CHICAGO,IL,60614,859000,3,2.0,Lincoln Park,,,1986,1,,418,Active,,,http://www.redfin.com/IL/Chicago/339-W-Webster-Ave-60614/unit-8H/home/13347597,MRED,10130675,N,Y,41.9218254,-87.6379557
MLS Listing,,Single Family Residential,45 WASHINGTON Blvd,OAK PARK,IL,60302,850000,4,3.5,Oak Park,3700,5623,,1,230,,Active,,,http://www.redfin.com/IL/Oak-Park/45-Washington-Blvd-60302/home/13267728,MRED,10130612,N,Y,41.881754,-87.77689
MLS Listing,,Townhouse,2900 N Paulina St,CHICAGO,IL,60657,865000,4,3.0,Lake View,3100,,2005,1,279,488,Active,November-11-2018 12:00 PM,November-11-2018 02:00 PM,http://www.redfin.com/IL/Chicago/2900-N-Paulina-St-60657/unit-10/home/12663685,MRED,10130344,N,Y,41.9341487,-87.6716459
MLS Listing,,Condo/Co-op,236 S Racine Ave Unit 602PH,CHICAGO,IL,60607,940000,4,2.5,Near West Side,1953,,2018,1,481,231,Active,,,http://www.redfin.com/IL/Chicago/236-S-Racine-Ave-60607/unit-602PH/home/148025407,MRED,10130165,N,Y,41.8778769,-87.6570685
MLS Listing,,Multi-Family (5+ Unit),4056 N Leamington Ave,CHICAGO,IL,60641,899000,8,6.0,Portage Park,,4791,1912,3,,,Active,,,http://www.redfin.com/IL/Chicago/4056-N-Leamington-Ave-60641/home/13477350,MRED,10129136,N,Y,41.955,-87.7563245
MLS Listing,,Single Family Residential,3609 N Mozart St,CHICAGO,IL,60618,895000,5,3.5,Irving Park,3600,9809,2018,3,249,,Active,,,http://www.redfin.com/IL/Chicago/3609-N-Mozart-St-60618/home/145336262,MRED,10128482,N,Y,41.94709,-87.6991364
MLS Listing,,Single Family Residential,3607 N Mozart St,CHICAGO,IL,60618,875000,5,3.5,Irving Park,3600,9809,2018,3,243,,Active,,,http://www.redfin.com/IL/Chicago/3607-N-Mozart-St-60618/home/143414158,MRED,10128476,N,Y,41.9470523,-87.6991355
MLS Listing,,Single Family Residential,1847 W WELLINGTON Ave,CHICAGO,IL,60657,875000,4,3.5,North Center,3000,3123,1900,3,292,,Active,,,http://www.redfin.com/IL/Chicago/1847-W-Wellington-Ave-60657/home/13358102,MRED,10128430,N,Y,41.9357684,-87.6754978
MLS Listing,,Condo/Co-op,1366 N Dearborn Pkwy Unit 6A,CHICAGO,IL,60610,900000,3,2.5,Near North Side,1920,,1926,4,469,1899,Active,November-11-2018 12:00 PM,November-11-2018 02:00 PM,http://www.redfin.com/IL/Chicago/1366-N-Dearborn-St-60610/unit-6A/home/14113770,MRED,10127826,N,Y,41.9077082,-87.6306498
MLS Listing,,Multi-Family (2-4 Unit),4845 N Winchester Ave,CHICAGO,IL,60640,899900,9,3.0,Lincoln Square,,4560,1912,4,,,Active,,,http://www.redfin.com/IL/Chicago/4845-N-Winchester-Ave-60640/home/13402041,MRED,10127794,N,Y,41.9701285,-87.6773467
MLS Listing,,Vacant Land,3335 N Lincoln Ave,CHICAGO,IL,60657,900000,,,Lake View,,3049,,4,,,Active,,,http://www.redfin.com/IL/Chicago/3335-N-Lincoln-Ave-60657/home/147970372,MRED,10127678,N,Y,41.9426077,-87.6704227
MLS Listing,,Single Family Residential,4129 N Troy St,CHICAGO,IL,60618,859900,4,3.5,Irving Park,3636,3123,2018,4,236,,Active,,,http://www.redfin.com/IL/Chicago/4129-N-Troy-St-60618/home/13487128,MRED,10127647,N,Y,41.9566158,-87.7066583
MLS Listing,,Condo/Co-op,225 N Columbus Dr #6308,CHICAGO,IL,60601,910000,2,2.0,Loop,1547,,2009,4,588,802,Active,November-10-2018 12:00 AM,November-10-2018 02:00 PM,http://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-6308/home/40380506,MRED,10127439,N,Y,41.8864588,-87.6197781
MLS Listing,,Multi-Family (2-4 Unit),1433 W Winona St,CHICAGO,IL,60640,945000,11,4.0,Uptown,,3484,1904,5,,,Active,,,http://www.redfin.com/IL/Chicago/1433-W-Winona-St-60640/unit-2/home/13399606,MRED,10126814,N,Y,41.9750613,-87.6660409
MLS Listing,,Condo/Co-op,900 N Lake Shore Dr #603,CHICAGO,IL,60611,949000,3,2.5,Near North Side,2900,,1955,5,327,1544,Active,,,http://www.redfin.com/IL/Chicago/900-N-Lake-Shore-Dr-60611/unit-603/home/14120469,MRED,10126594,N,Y,41.8996853,-87.6196674
MLS Listing,,Multi-Family (2-4 Unit),1708 S Desplaines St,CHICAGO,IL,60616,879900,6,4.5,Lower West Side,,2178,2007,5,,,Active,,,http://www.redfin.com/IL/Chicago/1708-S-Desplaines-St-60616/home/14084892,MRED,10126406,N,Y,41.8588853,-87.6431019
MLS Listing,,Single Family Residential,1313 E Hyde Park Blvd,CHICAGO,IL,60615,899900,5,4.5,Hyde Park,3018,2143,1885,6,298,,Active,November-10-2018 10:00 AM,November-10-2018 12:00 PM,http://www.redfin.com/IL/Chicago/1313-E-Hyde-Park-Blvd-60615/home/13949882,MRED,10125851,N,Y,41.802105,-87.59446
MLS Listing,,Multi-Family (2-4 Unit),4315 N Damen Ave,CHICAGO,IL,60618,890000,6,4.0,North Center,,4500,1905,6,,,Active,,,http://www.redfin.com/IL/Chicago/4315-N-Damen-Ave-60618/unit-3F/home/13391017,MRED,10118244,N,Y,41.9601184,-87.6785888
MLS Listing,,Single Family Residential,3646 N Tripp Ave,CHICAGO,IL,60641,899900,4,3.5,Irving Park,5000,7801,2005,6,180,,Active,,,http://www.redfin.com/IL/Chicago/3646-N-Tripp-Ave-60641/home/13458983,MRED,10125492,N,Y,41.9476727,-87.7340949
MLS Listing,,Condo/Co-op,1236 W diversey Pkwy,CHICAGO,IL,60614,924900,3,2.5,Lake View,,,2018,7,,250,Active,,,http://www.redfin.com/IL/Chicago/1236-W-Diversey-Pkwy-60614/unit-2W/home/143409167,MRED,10124693,N,Y,41.9327447,-87.6602341
MLS Listing,,Condo/Co-op,1236 W Diversey Pkwy Unit 1E,CHICAGO,IL,60614,869000,3,3.5,Lake View,,,2018,7,,250,Active,,,http://www.redfin.com/IL/Chicago/1236-W-Diversey-Pkwy-60614/unit-1E/home/144447149,MRED,10124672,N,Y,41.9327447,-87.6602341
MLS Listing,,Condo/Co-op,1701 N Halsted St Unit E4,CHICAGO,IL,60614,875000,3,3.0,Lincoln Park,,,1986,7,,478,Active,,,http://www.redfin.com/IL/Chicago/1701-N-Halsted-St-60614/unit-E4/home/22994328,MRED,10124673,N,Y,41.9128339,-87.648186
