SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2842 N Dawson Ave,Chicago,IL,60618,575000,4,2.5,Avondale,1922,3049,1899,4,299,,Active,,,http://www.redfin.com/IL/Chicago/2842-N-Dawson-Ave-60618/home/13446421,MRED,10127590,N,Y,41.933991,-87.712762
MLS Listing,,Condo/Co-op,916 N Wood St #3,CHICAGO,IL,60622,599000,3,3.0,West Town,,,2001,10,,160,Active,,,http://www.redfin.com/IL/Chicago/916-N-Wood-St-60622/unit-3/home/14106096,MRED,10123233,N,Y,41.8983207,-87.6725581
MLS Listing,,Single Family Residential,6921 N Oriole Ave,CHICAGO,IL,60631,550000,4,2.5,Edison Park,2600,7348,1920,18,212,,Active,,,http://www.redfin.com/IL/Chicago/6921-N-Oriole-Ave-60631/home/13637072,MRED,10116000,N,Y,42.0066915,-87.8161899
MLS Listing,,Condo/Co-op,737 W Washington Blvd #2908,CHICAGO,IL,60661,584900,2,2.0,Near West Side,1781,,2003,18,328,1052,Active,,,http://www.redfin.com/IL/Chicago/737-W-Washington-Blvd-60661/unit-2908/home/22942658,MRED,10115416,N,Y,41.8824387,-87.6469152
MLS Listing,,Single Family Residential,1307 W Winona St,CHICAGO,IL,60640,589000,3,2.5,Uptown,,1951,1896,18,,,Active,,,http://www.redfin.com/IL/Chicago/1307-W-Winona-St-60640/home/13399219,MRED,10110138,N,Y,41.975184,-87.662648
MLS Listing,,Condo/Co-op,340 E Randolph St #2406,CHICAGO,IL,60601,598000,1,1.5,Loop,1244,,2007,42,481,560,Active,,,http://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-2406/home/26794851,MRED,10092089,N,Y,41.8848445,-87.6187718
MLS Listing,,Condo/Co-op,1537 N Bosworth Ave #3,CHICAGO,IL,60642,599000,3,3.0,West Town,2400,,1895,46,250,350,Active,,,http://www.redfin.com/IL/Chicago/1537-N-Bosworth-Ave-60642/unit-3/home/12739899,MRED,10088750,N,Y,41.9098977,-87.6660616
MLS Listing,,Condo/Co-op,1355 W Washington Blvd Unit 2B,CHICAGO,IL,60607,599000,2,2.0,Near West Side,,,2002,55,,309,Active,November-10-2018 11:00 AM,November-10-2018 01:00 PM,http://www.redfin.com/IL/Chicago/1355-W-Washington-Blvd-60607/unit-2B/home/12697683,MRED,10079768,N,Y,41.8825506,-87.6617735
MLS Listing,,Single Family Residential,4219 S Lowe Ave,Chicago,IL,60609,567500,4,3.5,New City,3960,4125,1956,119,143,,Active,,,http://www.redfin.com/IL/Chicago/4219-S-Lowe-Ave-60609/home/13959717,MRED,10008028,N,Y,41.8170331,-87.6417913
MLS Listing,,Condo/Co-op,600 N Lake Shore Dr #4610,CHICAGO,IL,60611,589000,1,1.5,Near North Side,1000,,2009,143,589,492,Active,,,http://www.redfin.com/IL/Chicago/600-N-Lake-Shore-Dr-60611/unit-4610/home/39566340,MRED,09985574,N,Y,41.8930694,-87.6151037
MLS Listing,,Condo/Co-op,1201 S Prairie Ave #604,Chicago,IL,60605,599999,2,2.0,Near South Side,1238,,2009,166,485,564,Active,,,http://www.redfin.com/IL/Chicago/1201-S-Prairie-Ave-60605/unit-604/home/12982001,MRED,09959116,N,Y,41.8670233,-87.6219877
