SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,105 E Bellevue Pl,CHICAGO,IL,60611,5999000,5,6.0,Near North Side,8098,2200,1866,6,741,,Active,,,http://www.redfin.com/IL/Chicago/105-E-Bellevue-Pl-60611/home/14121690,MRED,10125797,N,Y,41.9013242,-87.625483
MLS Listing,,Single Family Residential,1252 N State Pkwy,CHICAGO,IL,60610,5000000,5,6.0,Near North Side,5000,2949,1872,6,1000,,Active,,,http://www.redfin.com/IL/Chicago/1252-N-State-Pkwy-60610/home/14111622,MRED,10125103,N,Y,41.905493,-87.629105
MLS Listing,,Condo/Co-op,132 E Delaware Pl #6302,CHICAGO,IL,60611,6999000,3,5.0,Near North Side,7000,,1989,11,1000,6852,Active,,,http://www.redfin.com/IL/Chicago/132-E-Delaware-Pl-60611/unit-6302/home/14120702,MRED,10121283,N,Y,41.8996412,-87.6251219
MLS Listing,,Single Family Residential,1911 N Burling St,CHICAGO,IL,60614,5000000,6,5.0,Lincoln Park,6000,3223,2018,13,833,,Active,,,http://www.redfin.com/IL/Chicago/1911-N-Burling-St-60614/home/144110442,MRED,10119614,N,Y,41.9164646,-87.6472459
MLS Listing,,Single Family Residential,25 E Cedar St,CHICAGO,IL,60611,6950000,5,6.0,Near North Side,7000,2221,2016,17,993,,Active,,,http://www.redfin.com/IL/Chicago/25-E-Cedar-St-60611/home/14123733,MRED,10117156,N,Y,41.9021753,-87.6272953
MLS Listing,,Condo/Co-op,1550 N CLARK St #1002,CHICAGO,IL,60610,5650000,4,4.5,Near North Side,4518,,2019,35,1251,4133,Active,,,http://www.redfin.com/IL/Chicago/1550-N-Clark-St-60610/unit-1002/home/144838239,MRED,10099204,N,Y,41.910656,-87.6319833
MLS Listing,,Single Family Residential,1431 N State Pkwy,CHICAGO,IL,60610,5100000,4,5.5,Near North Side,8600,3250,1886,36,593,,Active,,,http://www.redfin.com/IL/Chicago/1431-N-State-Pkwy-60610/home/14125945,MRED,10098472,N,Y,41.908672,-87.6285292
MLS Listing,,Condo/Co-op,65 E Goethe St Unit 5N,CHICAGO,IL,60610,5549900,3,5.0,Near North Side,6200,,2000,40,895,6508,Active,,,http://www.redfin.com/IL/Chicago/65-E-Goethe-St-60610/unit-5N/home/39557727,MRED,10094922,N,Y,41.9056992,-87.6262349
MLS Listing,,Vacant Land,1903 N Orchard St,Chicago,IL,60614,9000000,,,Lincoln Park,,3049,,48,,,Active,,,http://www.redfin.com/IL/Chicago/1903-N-Orchard-St-60614/home/13347968,MRED,10086721,N,Y,41.9161934,-87.6457614
MLS Listing,,Multi-Family (5+ Unit),7005 N Ridge Blvd,CHICAGO,IL,60645,5400000,40,32.0,Rogers Park,,17200,1927,48,,,Active,,,http://www.redfin.com/IL/Chicago/7005-N-Ridge-Blvd-60645/home/13572294,MRED,10086297,N,Y,42.00926,-87.681533
